id,link,
18,http://www.baidu.com/link?url=hGdtY71CKhIoBy8gUMIHZu6A3XfBN1K296WRJjfymSeQ0unfsMzXv6zBTUzc9v2S3QM0AjvNte2dxYlyULG2G223_qNdKFWUlkk0JMN_Tli, 
19,http://www.baidu.com/link?url=-lOr8xoMG0UaUO33bB_3k5vFZZ0Ydo_iGtMx4YIdKMlyJkywHU-NOQpiPGBh9fSO99gi7zOz54VdoVdKttV04q, 
20,http://www.baidu.com/link?url=VuHY5LfDxgSzrzE03sr_F7G55fL2HPkk5BgTsELckAMk7BZByTEjcXmu3S6zc1CpxpNL9wQGtxZ_d_mExf2oz_, 
21,http://www.baidu.com/baidu.php?url=K600000F3Z4zzZ2Y9yP0JuDOn_j3QkbErN7bRJuFxznNfCqvSXtqwkdnXXqC7nmBDP-PJchbmMHYSnGQ-WHCcXdSnViPBea5q383y10w0v9ryhzxb6hNiYTj9FdF4ZtjU_YWfNdm03QyeZcQGExC5wspL-d5npswLDUuxAQxjZVcyjpcJkBt47lJ37x8IAP5V4yl0gTF-EZBLcTQff.DD_i5CXNZw6eygC6kdmtqS8jU1RojPakklThOGR.U1Yk0ZDqmyG9XaRznA9Guv9WpA7zIZn0TA-W5H00Ijd9ph73FHcspA-MpAPCmgFYTsKGUHYznWT0u1dBugK1nfKdpHdBmy-bIfKspyfqnWT0mv-b5HcYP0KVIjYknjDLg1csPWFxnH0krNt1PW0k0AVG5H00TMfqrj0d0ANGujYkPjmvg1cknHDkg1c3nW0dg1c3nHnkg1c3nWmvg1c3nHn4g1cznHR30AFG5Hfsn-tznjwxnHRd0AdW5H6knW01rj6YPdtdrHcLnjb4PjwxnH0snNts0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0qn0KbuAqs5H00ThCqn0KbugmqTAn0uMfqn0KspjYs0Aq15H00mMTqnH00UMfqn0K1XWY0IZN15HfdrHDknHTznW0LPjR3rj0dPHm0ThNkIjYkPHfvrjfzrjbsnWc40ZPGujd-uWPbuhDsuj0snjfLnhmd0AP1UHdarH61Pj0zPbmdnYwAnRfL0A7W5HD0TA3qnfKkUgfqn0KkUgnqn0KlIjYs0AdWgvuzUvYqn7tsg1Kxn0Kbmy4dmhNxTAk9Uh-bT1Ysg1Kxn7ts0ZK9I7qhUA7M5H00uAPGujYs0ANYpyfqQHD0mgPsmvnqn0KdTA-8mvnqn0KkUymqnHm0uhPdIjYs0AulpjYs0Au9IjYs0ZGsUZN15H00mywhUA7M5HD0UAuW5H00mLFW5HRdrj03&word=ajax+highcharts&ck=0.0.0.0.0.0.0.0&shh=www.baidu.com, 
22,http://www.baidu.com/baidu.php?url=K600000F3Z4zzZ2Y9yP0JuDOn_j3QkbErN7bRJuFxznNfCqvSXtqwkdnXXqC7nmBDP-PJchbmMHYSnGQ-WHCcXdSnViPBea5q383y10w0v9ryhzxb6hNiYTj9FdF4ZtjU_YWfNdm03QyeZcQGExC5wspL-d5npswLDUuxAQxjZVcyjpcJkBt47lJ37x8IAP5V4yl0gTF-EZBLcTQff.DD_i5CXNZw6eygC6kdmtqS8jU1RojPakklThOGR.U1Yk0ZDqmyG9XaRznA9Guv9WpA7zIZn0TA-W5H00Ijd9ph73FHcspA-MpAPCmgFYTsKGUHYznWT0u1dBugK1nfKdpHdBmy-bIfKspyfqnWT0mv-b5HcYP0KVIjYknjDLg1csPWFxnH0krNt1PW0k0AVG5H00TMfqrj0d0ANGujYkPjmvg1cknHDkg1c3nW0dg1c3nHnkg1c3nWmvg1c3nHn4g1cznHR30AFG5Hfsn-tznjwxnHRd0AdW5H6knW01rj6YPdtdrHcLnjb4PjwxnH0snNts0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0qn0KbuAqs5H00ThCqn0KbugmqTAn0uMfqn0KspjYs0Aq15H00mMTqnH00UMfqn0K1XWY0IZN15HfdrHDknHTznW0LPjR3rj0dPHm0ThNkIjYkPHfvrjfzrjbsnWc40ZPGujd-uWPbuhDsuj0snjfLnhmd0AP1UHdarH61Pj0zPbmdnYwAnRfL0A7W5HD0TA3qnfKkUgfqn0KkUgnqn0KlIjYs0AdWgvuzUvYqn7tsg1Kxn0Kbmy4dmhNxTAk9Uh-bT1Ysg1Kxn7ts0ZK9I7qhUA7M5H00uAPGujYs0ANYpyfqQHD0mgPsmvnqn0KdTA-8mvnqn0KkUymqnHm0uhPdIjYs0AulpjYs0Au9IjYs0ZGsUZN15H00mywhUA7M5HD0UAuW5H00mLFW5HRdrj03&word=ajax+highcharts&ck=0.0.0.0.0.0.0.0&shh=www.baidu.com, 
23,http://www.baidu.com/link?url=HtyZOAZ_T16Alalv-mUbjxgFAmkMv6enrb3ddxqLso_an-b5Hwk03tOymSnGhwRr, 
24,http://www.baidu.com/link?url=6IYhYULOxfw4BywBrrqubSoN1TowHvnqIDj-Kf0gvAUijjY3M6rm4jmrp52Q4dKV5Z6wd8TRlOLCYVPg3HlO2EQTPNLlboXRPXmewOz_IQ_, 
25,http://www.baidu.com/link?url=AwLmUxvWIIwAM-vmjRc_PtBmsY7zjXC85-vEWlm-6sznQ8hRXEi9hNa-K7pAOFlVwqT_pC6IydAV8hvTJO9-zq, 
26,http://www.baidu.com/link?url=WqjLs32qC-EARVwwbFnh2vrfll1IizNkyIfeiQ8CiK5BvimQdwN1x-taVBoIdVj3rsdGqssD2I08u41htUPBMK, 
27,http://www.baidu.com/link?url=7MNh8EXrpWkYgFjGTZKT5pr9gNBuqWmc4aa8cgILgvfzIh7XUdRSc_iGbtsMUCKX, 
28,http://www.baidu.com/link?url=VDGJm86Y7hIaJZwsF0ify7rS7mTJRF2Tp24elsxjSAKJXLyvKaisJiEmjWrYjbg20dbRBPL0JIZE8zYiFQ68AM5mS1iPIkDuRLCbPoL8B67, 
29,http://www.baidu.com/link?url=7blBA9ZGoBA-UZpYq0O4GLf8b6HgGGPDE5QB3XV-s7VS5eSTU-6Vdk3NJ_VIDdYm, 
30,http://www.baidu.com/link?url=BAQzpRansL6N47xU4GWWfZedMWIzK3KMcXHeFaEEhRz9xauCpxaYlueZghrmRMSrIYyDMO1D1mNu7BvVn-HR9L0k9RqRESeiHigb99pUyJ3, 
31,http://www.baidu.com/link?url=3Y29tlWkR882YeRvAxmZ2dDZSAv2tFqi3nCvc0TWZZ-Lip__sxGXnBLECKYbGTO1GehZbMMjNnm53WDY80tgwq, 
32,http://www.baidu.com/link?url=SVAskoCDCIUVYIy0fFIjNiEZZK8UIjnZ8inRKRUaHWnxZNbK5mZKOEyVFVPF-Lk3cxaugx-Y8kkrRsMgqxrH1_, 
33,http://www.baidu.com/baidu.php?url=K600000F3Z4zzZ2Y9xskWyXPxdrdiG52s4ZIAN9MFGDddu2qQuX2_ZONWyGXUbQuIHPtLBwQt91oIbbd2wf4vcC2lrQRxwgy37WT-8AueF3YApk-S_1dT1vzC64UtL4P0usY7U7lPNMVcwY7NDuiaF4sUjzx9lOXo-QfEM7w5ZkT6MonQprzoV2t4OlME3wSN79K4lpA4cK5L0c9xf.DD_i5CXNZw6eygC6kdmtqS8jU1RojPakklThOGR.U1Yk0ZDqmyG9XaRznA9Guv9WpA7zIZn0TA-W5H00Ijd9ph73FHcspA-MpAPCmgFYTsKGUHYznWT0u1dBugK1nfKdpHdBmy-bIfKspyfqnWT0mv-b5HcYP0KVIjYknjDLg1csPWFxnH0krNt1PW0k0AVG5H00TMfqrj0d0ANGujYkPjmvg1cknHDkg1c3nW0dg1c3nHnkg1c3nWmvg1c3nHn4g1cznHR30AFG5Hfsn-tznjwxnHRd0AdW5H6knW01rj6YPdtdrHcLnjb4PjwxnH0snNts0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0qn0KbuAqs5H00ThCqn0KbugmqTAn0uMfqn0KspjYs0Aq15H00mMTqnH00UMfqn0K1XWY0IZN15HfdrHDknHTznW0LPjR3rj0dPHm0ThNkIjYkPHfvrjfzrjbzn1R40ZPGujdBuHuhPvD1uj0snjPbmvuW0AP1UHdarH61Pj0zPbmdnYwAnRfL0A7W5HD0TA3qn6KkUgfqn0KkUgnqn0KlIjYs0AdWgvuzUvYqn7tsg1Kxn0Kbmy4dmhNxTAk9Uh-bT1Ysg1Kxn7ts0ZK9I7qhUA7M5H00uAPGujYs0ANYpyfqQHD0mgPsmvnqn0KdTA-8mvnqn0KkUymqnHm0uhPdIjYs0AulpjYs0Au9IjYs0ZGsUZN15H00mywhUA7M5HD0UAuW5H00mLFW5HfdnHbL&word=ajax+highcharts&ck=0.0.0.0.0.0.0.0&shh=www.baidu.com, 
34,http://www.baidu.com/baidu.php?url=K600000F3Z4zzZ2Y9xskWyXPxdrdiG52s4ZIAN9MFGDddu2qQuX2_ZONWyGXUbQuIHPtLBwQt91oIbbd2wf4vcC2lrQRxwgy37WT-8AueF3YApk-S_1dT1vzC64UtL4P0usY7U7lPNMVcwY7NDuiaF4sUjzx9lOXo-QfEM7w5ZkT6MonQprzoV2t4OlME3wSN79K4lpA4cK5L0c9xf.DD_i5CXNZw6eygC6kdmtqS8jU1RojPakklThOGR.U1Yk0ZDqmyG9XaRznA9Guv9WpA7zIZn0TA-W5H00Ijd9ph73FHcspA-MpAPCmgFYTsKGUHYznWT0u1dBugK1nfKdpHdBmy-bIfKspyfqnWT0mv-b5HcYP0KVIjYknjDLg1csPWFxnH0krNt1PW0k0AVG5H00TMfqrj0d0ANGujYkPjmvg1cknHDkg1c3nW0dg1c3nHnkg1c3nWmvg1c3nHn4g1cznHR30AFG5Hfsn-tznjwxnHRd0AdW5H6knW01rj6YPdtdrHcLnjb4PjwxnH0snNts0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0qn0KbuAqs5H00ThCqn0KbugmqTAn0uMfqn0KspjYs0Aq15H00mMTqnH00UMfqn0K1XWY0IZN15HfdrHDknHTznW0LPjR3rj0dPHm0ThNkIjYkPHfvrjfzrjbzn1R40ZPGujdBuHuhPvD1uj0snjPbmvuW0AP1UHdarH61Pj0zPbmdnYwAnRfL0A7W5HD0TA3qn6KkUgfqn0KkUgnqn0KlIjYs0AdWgvuzUvYqn7tsg1Kxn0Kbmy4dmhNxTAk9Uh-bT1Ysg1Kxn7ts0ZK9I7qhUA7M5H00uAPGujYs0ANYpyfqQHD0mgPsmvnqn0KdTA-8mvnqn0KkUymqnHm0uhPdIjYs0AulpjYs0Au9IjYs0ZGsUZN15H00mywhUA7M5HD0UAuW5H00mLFW5HfdnHbL&word=ajax+highcharts&ck=0.0.0.0.0.0.0.0&shh=www.baidu.com, 
35,http://www.baidu.com/link?url=o7LlwG0TV03ISrrIKJkF9NVXRZUM8lD0p9QQKd1FqsKx-BBR1fDyKp-9BlbtW5U1PJ1KutXuQR17HegD1OdWuDpx-NgrwYuEHDVeL4q6Vi7, 
36,http://www.baidu.com/link?url=z1N5yqz6eg8gJcSQKT9PXCvITljqs7aYNgCrhJ9FVELMWSee5DUQOfvwNEDE0v-Y54MwjU3hDy5U0U4HRe2GNq, 
37,http://www.baidu.com/link?url=XbLhkH9E7rz8XAkYyNaVhdcZA56jY2GJAGSD6jlO6fkTLbBDQ6NrjTjpPWBkB8Mn, 
38,http://www.baidu.com/link?url=5IWC5tJUkC8h-R9WcOwPz058Cr82UDLSzksln3Qq0EbB2obkJhy9k2huwNLHVXcP2pC-m3_rRecUm3NtS5wk1a, 
39,http://www.baidu.com/link?url=N3ypO69V_bSXcEb4Wuk6NQjv6wIfD-BmudXhmjJ-AIdaIlkQcePmO_-LwW-ny4DgwtgqXIiZFi6ABb0bmEXrT_, 
40,http://www.baidu.com/link?url=NLzUzqhc_5tzQe0_yB3-wg-xpuGJkpNN2udw0yH7jOvPyghOCzrcGXVXNnKVjDx_Pi5BAU1_znpSxgJPIp3ekK, 
41,http://www.baidu.com/link?url=gsf85-oPsia-eZjmr0BseSbsArSl8UDr05fCduPQSs9MULoGOdGJQpEm4W8rbh44, 
42,http://www.baidu.com/link?url=e__19GbxMS_qLl__9jMtdE-cuYhAvbi-tGRxVBecpoCFygOOLj4jxPi1Y95WqmvI, 
43,http://www.baidu.com/link?url=j8DTDIPKtwiTQDF8_2hjuM8GQ6QKFd-Hxbog4ZljoauITIOg70lOB33ZCDb6A6iC, 
44,http://www.baidu.com/link?url=1QvpdnN6CFvrN8qExtpbEuGBKf7StaMNIpZlbwTl-cvfGlWzmTQb3AaWHn7NJ599GCc-Ji0DHjMo1llpq9iKj_, 
45,http://www.baidu.com/baidu.php?url=K600000F3Z4zzZ2Y9pPFknb8dGpIayNsBm6Xqp3a56FS6A8uhWIaC2-Z8DSfSRHx2zutweNHxweLzqyhr5WPLtFK6xOEf3ujNEAOWBxFbWuxJr2P0-cA-20IdAYGSn7IhfzTif1_ghNFYTUU33jFPLim0ge93W8WWNgkln-jKHdTtEGmikx2mjKPevY1KxnJdaAQBX-y-0r5cUsP2s.7Y_i5CXNZw6eygC6kdm3PEPi_nYQ7XOWgmC.U1Yk0ZDqmyG9XaRznA9Guv9WpA7zIZn0TA-W5H00Ijd9ph73FHcspA-MpAPCmgFYTsKGUHYznWT0u1dBugK1nfKdpHdBmy-bIfKspyfqnWT0mv-b5HcYP0KVIjYknjDLg1csPWFxnH0krNt1PW0k0AVG5H00TMfqrj0d0ANGujYkPjmvg1cknHDkg1c3nW0dg1c3nHnkg1c3nWmvg1c3nHn4g1cznHR30AFG5Hfsn-tznjwxnHRd0AdW5H6knW01rj6YPdtdrHcLnjb4PjwxnH0snNts0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0qn0KbuAqs5H00ThCqn0KbugmqTAn0uMfqn0KspjYs0Aq15H00mMTqnH00UMfqn0K1XWY0IZN15HDdrHcsrHcYPjc1njR3PWmkP1TY0ZF-TgfqnHRYPW6YnW64PjRYnfK1pyfqrHubmyRLmyRsnj01njTYr0KWTvYqfWb3n1fsnWuAPHPDwW7DPsK9m1Yk0ZK85Hn0TydY5H00Tyd15H00XMfqn0KVmdqhThqV5HKxn7tsg100uA78IyF-gLK_my4GuZnqn7tsg1Kxn0Ksmgwxuhk9u1Ys0AwWpyfqn0K-IA-b5iYk0A71TAPW5H00IgKGUhPW5H00Tydh5HDv0AuWIgfqn0KhXh6qn0Khmgfqn0KlTAkdT1Ys0A7buhk9u1Yk0Akhm1Ys0APzm1Yvnj6zr0&word=ajax+highcharts&ck=0.0.0.0.0.0.0.0&shh=www.baidu.com, 
46,http://www.baidu.com/baidu.php?url=K600000F3Z4zzZ2Y9pPFknb8dGpIayNsBm6Xqp3a56FS6A8uhWIaC2-Z8DSfSRHx2zutweNHxweLzqyhr5WPLtFK6xOEf3ujNEAOWBxFbWuxJr2P0-cA-20IdAYGSn7IhfzTif1_ghNFYTUU33jFPLim0ge93W8WWNgkln-jKHdTtEGmikx2mjKPevY1KxnJdaAQBX-y-0r5cUsP2s.7Y_i5CXNZw6eygC6kdm3PEPi_nYQ7XOWgmC.U1Yk0ZDqmyG9XaRznA9Guv9WpA7zIZn0TA-W5H00Ijd9ph73FHcspA-MpAPCmgFYTsKGUHYznWT0u1dBugK1nfKdpHdBmy-bIfKspyfqnWT0mv-b5HcYP0KVIjYknjDLg1csPWFxnH0krNt1PW0k0AVG5H00TMfqrj0d0ANGujYkPjmvg1cknHDkg1c3nW0dg1c3nHnkg1c3nWmvg1c3nHn4g1cznHR30AFG5Hfsn-tznjwxnHRd0AdW5H6knW01rj6YPdtdrHcLnjb4PjwxnH0snNts0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0qn0KbuAqs5H00ThCqn0KbugmqTAn0uMfqn0KspjYs0Aq15H00mMTqnH00UMfqn0K1XWY0IZN15HDdrHcsrHcYPjc1njR3PWmkP1TY0ZF-TgfqnHRYPW6YnW64PjRYnfK1pyfqrHubmyRLmyRsnj01njTYr0KWTvYqfWb3n1fsnWuAPHPDwW7DPsK9m1Yk0ZK85Hn0TydY5H00Tyd15H00XMfqn0KVmdqhThqV5HKxn7tsg100uA78IyF-gLK_my4GuZnqn7tsg1Kxn0Ksmgwxuhk9u1Ys0AwWpyfqn0K-IA-b5iYk0A71TAPW5H00IgKGUhPW5H00Tydh5HDv0AuWIgfqn0KhXh6qn0Khmgfqn0KlTAkdT1Ys0A7buhk9u1Yk0Akhm1Ys0APzm1Yvnj6zr0&word=ajax+highcharts&ck=0.0.0.0.0.0.0.0&shh=www.baidu.com, 
47,http://www.baidu.com/baidu.php?url=K600000F3Z4zzZ2Y9xeiP7GcG6XD2CIG8oswRNx1Gx3JLrmUQXxI4azJj26OhelJtH2ipVztK4y0qm5o15WmtTKEY2aC-Zoy-InutcvYMWaaCnHDJ3oG2qgPZAynP-3wDvz0-ITST6n372ReCfJtaLmRmn4ZJRE7XEvguk8iCbIRnmNXYs2DkdV64mnaxeSRIDMH85QEk269CkA3if.DD_i5CXN1lQOmOb6kdmtqS8Ki_nYQZZFgbR.U1Yz0ZDqmyG9XaRznA9Guv9WpA7zIZn0TA-W5HD0Ijd9ph730A-V5HczPsKM5yF-TZnk0ZNG5yF9pywd0ZKGujYzPsKWpyfqnWfY0AdY5HDsnHIxnW0vn-tknjD4g1nvnjD0pvbqn0KzIjY3njR0uy-b5HDYPWuxnWDknH7xnW6znjNxnW6kn17xnW6zPWuxnW6kn1-xnWckPH60mhbqPj0zg1csP7tkPHR0UynqrjDznHmvn16zg1DdnjTLn1T4PWKxnH0snNts0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0qn0KbuAqs5H00ThCqn0KbugmqTAn0uMfqn0KspjYs0Aq15H00mMTqnH00UMfqn0K1XWY0IZN15HDkPW61nj0zrj6znHR1Pj6kP1n0ThNkIjYkPHfvrjfzrjbYPHfk0ZPGujY4Phw9uHI9uH0snjnsP1f30AP1UHdarH61Pj0zPbmdnYwAnRfL0A7W5HD0TA3qnsKkUgfqn0KkUgnqn0KlIjYs0AdWgvuzUvYqn7tsg1Kxn0Kbmy4dmhNxTAk9Uh-bT1Ysg1Kxn7ts0ZK9I7qhUA7M5H00uAPGujYs0ANYpyfqQHD0mgPsmvnqn0KdTA-8mvnqn0KkUymqnHm0uhPdIjYs0AulpjYs0Au9IjYs0ZGsUZN15H00mywhUA7M5HD0UAuW5H00mLFW5HnsrjRv&word=ajax+highcharts&ck=0.0.0.0.0.0.0.0&shh=www.baidu.com, 
48,http://www.baidu.com/baidu.php?url=K600000F3Z4zzZ2Y9xeiP7GcG6XD2CIG8oswRNx1Gx3JLrmUQXxI4azJj26OhelJtH2ipVztK4y0qm5o15WmtTKEY2aC-Zoy-InutcvYMWaaCnHDJ3oG2qgPZAynP-3wDvz0-ITST6n372ReCfJtaLmRmn4ZJRE7XEvguk8iCbIRnmNXYs2DkdV64mnaxeSRIDMH85QEk269CkA3if.DD_i5CXN1lQOmOb6kdmtqS8Ki_nYQZZFgbR.U1Yz0ZDqmyG9XaRznA9Guv9WpA7zIZn0TA-W5HD0Ijd9ph730A-V5HczPsKM5yF-TZnk0ZNG5yF9pywd0ZKGujYzPsKWpyfqnWfY0AdY5HDsnHIxnW0vn-tknjD4g1nvnjD0pvbqn0KzIjY3njR0uy-b5HDYPWuxnWDknH7xnW6znjNxnW6kn17xnW6zPWuxnW6kn1-xnWckPH60mhbqPj0zg1csP7tkPHR0UynqrjDznHmvn16zg1DdnjTLn1T4PWKxnH0snNts0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0qn0KbuAqs5H00ThCqn0KbugmqTAn0uMfqn0KspjYs0Aq15H00mMTqnH00UMfqn0K1XWY0IZN15HDkPW61nj0zrj6znHR1Pj6kP1n0ThNkIjYkPHfvrjfzrjbYPHfk0ZPGujY4Phw9uHI9uH0snjnsP1f30AP1UHdarH61Pj0zPbmdnYwAnRfL0A7W5HD0TA3qnsKkUgfqn0KkUgnqn0KlIjYs0AdWgvuzUvYqn7tsg1Kxn0Kbmy4dmhNxTAk9Uh-bT1Ysg1Kxn7ts0ZK9I7qhUA7M5H00uAPGujYs0ANYpyfqQHD0mgPsmvnqn0KdTA-8mvnqn0KkUymqnHm0uhPdIjYs0AulpjYs0Au9IjYs0ZGsUZN15H00mywhUA7M5HD0UAuW5H00mLFW5HnsrjRv&word=ajax+highcharts&ck=0.0.0.0.0.0.0.0&shh=www.baidu.com, 
49,http://www.baidu.com/link?url=f41xMkZmZz9gig0HVPkT1yd8VHJn_cC9nLu64CxkQ7yM975khXwPL00kY480Qm1z, 
50,http://www.baidu.com/link?url=0aZmU5oOz61mqgyaQWJS94UxemJEYaC8pm7idWi-_kaGl_8Lz3KP4Bi54VNMco3tMKcwCX4VpSsPhTgWhmQrDttq5sTWOGrFE7JOO3cQafwVaUb64Id0zD3lNV1dnuzV35EBDD7cWIMDICQ0eDcJZ81vNfQvXOw4xC9QJ32vWyS, 
51,http://www.baidu.com/link?url=-DHW1vR-tcrQdVYQRPfjb3kpStoO6LK4cN-Lz_QqsTmvUQCL3sGbYdcZTK6N3FueQgsosSMaatZ6O1pOm-qFHkK3SMhus2sDzvgZTbStFXu, 
52,http://www.baidu.com/link?url=TXCtmyzFyEFJhKCvzvfuCJBqzLkA2-KUWBL5Y3MpBkTPM0iyZw5fdeNM4hztKa8RQf3ko0ui4-8J2X5hYSdQJ9dzGv1pAx_9Bjy96HjrYr7, 
53,http://www.baidu.com/link?url=dG930Wgj8gRWERgRMXzzoKxPItF2QochfTZlqSR2kqZ23Cqj4N-A8idnjwIClApY, 
54,http://www.baidu.com/link?url=0txqU6VNjFss0qxWUo49WYAV-JSuqaH6hIKUETDyjHTSNzBdxLAPmmn6epK2Kuvs, 
55,http://www.baidu.com/link?url=MBDlbWP32w1h-GRTnW7b4ien0Rynh2V6ZU0fSTSxK8h4Yvl_60qeMadbSI7hBgNOckwdyRFoDgyzTIyKRuXSXK, 
56,http://www.baidu.com/link?url=-n5sEklHMx_jKTwz_mb6BhPm6cZlc9pJQANLj9RxOxDYaYnxkaJHReeede9Jr_MF, 
57,http://www.baidu.com/link?url=jHX4UIADC-vX3BNjGu-pduhDlXBxm1FmYDAn_rfenmB_Wzh8cgX8kmYFUP-wVDtq01tGZgK4vwehT-yvGt097FmsdHVB3Zq5DaBCUDZuCti, 
58,http://www.baidu.com/link?url=KMWuH3vn03ce3kINoznrNvVfxgIu-5f1rui_3939u5jrLOwP3LNDfyQR-sRIdncjMC5Ey-WfqAc7F5ew9bmQta, 
59,http://www.baidu.com/link?url=aZF3sK96IWTl62SKMaYNXrzvJG4GUroUyFSk6thjggGnDnT8e-OKEu_udfGjNPGHHqv_B9GTWyDFGChD__2J4_, 
60,http://www.baidu.com/link?url=qi-Xz4cOGgad5E5N7sN8CHOkeXb3-HWJvZwBlBfuV-bY3KnVnl2lW0gGfbyTPp7IdjLmEKiQ-66-a4oCQoQGI_, 
61,http://www.baidu.com/link?url=ELUob0KOqv2AwIrEt0u02GKAeHudfN2uG1wBGuZhB56ClCPKxXCFDcvnXRLHfjwthVQqUb-OsRhJH8G10seBe2K5x4n7XLpIx8Ui_hgc_jK, 
62,http://www.baidu.com/link?url=6Ei5iuHeii8Wbk8hL-YMOPG4w6R14L9DXzYesSxEm2NiTalpV_zpJJ17NmWbLoJK, 
63,http://www.baidu.com/link?url=nvW3S7Yb7Rj6pMespg6x9IZEMyNJ1bETllUp0D4yoGPBfUg-NEJBh1ht9yR51IHu, 
64,http://www.baidu.com/link?url=kgPJLI4M0RH3zt_1u27polZKWT-NtrC27kxYkevtolYtG-uSqIDu2pKxROXV7LcT, 
